RainTomorrow,MaxTemp,Humidity3pm
No,34.2,20.0
Yes,12.8,59.0
No,36.8,19.0
Yes,26.4,62.0
No,26.7,76.0
Yes,18.1,91.0
No,22.5,35.0
Yes,24.5,82.0
No,26.3,39.0
No,34.5,9.0
No,24.5,20.0
No,16.4,48.0
No,30.4,59.0
No,17.2,40.0
No,28.9,46.0
No,18.5,58.0
Yes,22.0,94.0
Yes,18.3,80.0
No,22.7,68.0
No,17.8,64.0
No,18.0,63.0
No,18.2,57.0
Yes,25.8,51.0
No,23.0,33.0
No,26.1,17.0
No,33.9,18.0
No,17.4,81.0
No,25.6,41.0
Yes,9.9,72.0
Yes,28.0,62.0
No,16.8,72.0
No,13.8,44.0
Yes,13.0,72.0
No,22.2,63.0
No,23.3,48.0
No,13.6,69.0
No,29.8,23.0
Yes,14.8,55.0
No,25.7,42.0
No,21.3,45.0
No,29.7,58.0
Yes,22.6,66.0
Yes,22.8,80.0
No,28.3,56.0
No,31.1,77.0
No,26.6,25.0
No,35.3,50.0
No,14.3,51.0
No,23.2,19.0
No,21.9,24.0
No,19.5,61.0
No,26.0,54.0
No,35.1,17.0
Yes,14.5,97.0
No,27.3,45.0
No,29.7,26.0
Yes,14.1,79.0
No,18.2,63.0
No,16.5,63.0
No,14.2,60.0
No,22.9,40.0
No,24.0,21.0
No,34.4,10.0
Yes,17.1,72.0
No,25.8,33.0
No,22.8,66.0
No,14.2,58.0
No,33.0,52.0
No,34.8,25.0
No,17.5,55.0
No,15.2,60.0
Yes,14.6,98.0
No,21.5,44.0
No,22.1,40.0
No,22.3,31.0
No,31.2,21.0
No,16.1,51.0
No,24.7,36.0
No,32.4,26.0
No,20.3,58.0
Yes,22.5,51.0
No,20.4,40.0
No,17.0,37.0
No,36.5,14.0
No,32.7,65.0
No,21.4,28.0
No,22.1,23.0
Yes,11.8,68.0
No,20.7,60.0
No,28.5,49.0
No,28.8,50.0
No,13.1,61.0
No,31.7,48.0
Yes,16.5,86.0
No,16.6,70.0
No,30.2,44.0
No,24.5,43.0
No,13.4,50.0
No,21.2,33.0
No,30.9,23.0
No,33.0,14.0
No,17.0,69.0
No,15.4,78.0
No,31.1,63.0
No,28.3,70.0
No,17.7,57.0
Yes,14.5,78.0
No,24.3,57.0
No,15.7,62.0
No,23.2,47.0
No,29.2,40.0
No,27.3,44.0
Yes,15.0,88.0
No,16.1,63.0
No,36.4,6.0
No,18.9,59.0
No,23.0,27.0
No,34.2,43.0
No,15.0,99.0
No,21.7,50.0
No,22.6,75.0
No,19.4,29.0
Yes,19.1,50.0
Yes,13.2,68.0
No,14.5,33.0
No,13.9,77.0
No,31.3,33.0
No,28.7,26.0
No,35.5,41.0
No,34.6,16.0
No,35.2,16.0
No,21.8,52.0
No,22.6,74.0
No,26.9,52.0
No,33.2,7.0
No,21.1,61.0
No,22.4,57.0
No,31.6,55.0
No,28.6,30.0
No,33.7,22.0
No,24.7,21.0
No,32.4,17.0
No,30.6,24.0
No,30.5,35.0
No,23.1,57.0
No,14.9,34.0
No,20.0,32.0
No,27.9,30.0
No,15.7,46.0
No,21.0,56.0
No,26.1,59.0
Yes,17.2,69.0
No,26.4,19.0
Yes,38.7,11.0
No,33.1,21.0
Yes,21.4,59.0
No,33.8,25.0
Yes,14.5,57.0
No,11.0,63.0
Yes,17.4,62.0
No,30.9,35.0
No,22.8,17.0
No,31.8,19.0
Yes,30.3,68.0
No,32.3,50.0
Yes,26.4,78.0
No,25.9,45.0
Yes,18.6,52.0
No,30.5,32.0
Yes,22.0,81.0
No,38.8,16.0
No,29.5,66.0
No,18.6,80.0
No,26.0,47.0
No,18.5,64.0
No,24.1,24.0
No,33.6,11.0
No,23.9,45.0
No,27.0,63.0
Yes,27.2,82.0
No,25.0,61.0
Yes,24.4,92.0
No,19.6,74.0
Yes,17.8,54.0
No,26.9,55.0
No,23.3,50.0
No,20.6,72.0
No,19.1,48.0
No,32.0,16.0
No,29.6,23.0
No,21.3,62.0
No,19.8,38.0
Yes,28.1,87.0
No,32.8,41.0
Yes,20.8,73.0
No,26.6,30.0
No,27.8,48.0
No,27.6,35.0
No,35.7,10.0
No,27.1,35.0
No,12.8,49.0
Yes,29.4,44.0
No,11.5,42.0
Yes,30.2,45.0
No,31.6,69.0
Yes,27.0,34.0
Yes,10.7,97.0
No,26.0,65.0
No,29.9,58.0
No,21.1,56.0
Yes,32.4,55.0
No,19.2,35.0
No,28.3,57.0
No,21.8,57.0
Yes,25.0,69.0
No,29.2,47.0
No,24.3,44.0
No,22.4,71.0
No,26.2,58.0
No,17.4,54.0
Yes,26.2,58.0
No,21.8,18.0
No,13.9,56.0
No,29.3,62.0
No,24.9,63.0
No,12.4,50.0
No,32.0,18.0
No,22.5,41.0
No,21.8,35.0
No,18.6,30.0
No,20.0,30.0
No,30.2,20.0
No,17.0,39.0
No,15.3,51.0
No,12.5,84.0
Yes,22.7,47.0
Yes,11.5,89.0
Yes,32.3,76.0
Yes,21.1,55.0
No,26.2,37.0
No,20.1,52.0
No,21.2,55.0
No,26.7,72.0
No,23.2,24.0
No,31.6,41.0
Yes,12.2,59.0
Yes,10.1,82.0
No,25.0,65.0
No,18.3,51.0
No,22.7,44.0
Yes,19.6,40.0
Yes,18.9,64.0
No,23.3,45.0
No,35.1,38.0
Yes,17.8,45.0
Yes,28.5,95.0
Yes,33.6,69.0
Yes,28.2,51.0
No,14.9,83.0
Yes,30.5,60.0
No,25.5,60.0
No,25.4,76.0
No,14.4,51.0
No,14.5,63.0
No,37.1,2.0
No,21.6,51.0
Yes,14.1,73.0
No,15.7,45.0
No,14.7,51.0
Yes,33.1,95.0
No,26.1,35.0
No,20.7,47.0
No,37.7,22.0
Yes,17.3,58.0
No,41.9,19.0
No,15.2,57.0
No,34.2,22.0
No,21.9,56.0
No,14.0,44.0
No,14.3,69.0
No,19.3,62.0
No,27.4,63.0
No,12.8,74.0
No,38.7,12.0
No,29.1,66.0
No,20.4,54.0
No,18.0,41.0
No,36.0,18.0
No,26.1,59.0
Yes,19.7,62.0
No,27.1,37.0
No,13.9,62.0
No,43.7,8.0
No,24.1,43.0
No,14.5,39.0
No,27.3,61.0
No,27.6,45.0
No,33.9,12.0
Yes,14.9,58.0
No,14.7,53.0
No,21.6,59.0
No,24.6,34.0
Yes,22.5,83.0
No,25.3,30.0
No,22.1,40.0
No,14.1,64.0
No,21.7,25.0
Yes,23.5,91.0
Yes,15.4,84.0
Yes,13.3,91.0
No,33.4,21.0
No,19.6,39.0
No,36.7,32.0
No,25.4,31.0
Yes,23.7,63.0
No,21.7,54.0
No,29.7,77.0
No,18.7,46.0
No,30.4,14.0
No,35.8,8.0
No,23.5,68.0
Yes,17.5,67.0
No,25.6,81.0
No,33.7,69.0
No,25.6,62.0
Yes,13.5,85.0
No,16.7,35.0
No,35.4,15.0
No,18.7,53.0
No,25.4,65.0
No,21.8,37.0
Yes,17.8,43.0
No,13.9,67.0
No,33.3,27.0
Yes,33.2,65.0
Yes,18.7,52.0
No,14.4,72.0
Yes,16.0,88.0
No,22.3,35.0
No,28.1,43.0
No,28.8,55.0
No,18.3,38.0
No,32.3,11.0
No,18.7,50.0
No,19.1,56.0
No,24.9,36.0
No,22.8,57.0
No,23.1,66.0
No,32.9,17.0
No,16.6,47.0
No,10.0,63.0
No,26.1,56.0
No,23.8,43.0
No,18.8,37.0
No,27.4,36.0
Yes,27.5,67.0
No,28.8,45.0
No,19.5,55.0
No,25.3,40.0
No,20.3,23.0
Yes,27.5,68.0
No,33.6,19.0
No,19.7,49.0
No,24.6,47.0
No,24.2,56.0
Yes,30.6,62.0
No,13.8,70.0
No,23.9,56.0
Yes,13.2,54.0
No,14.3,72.0
No,16.5,79.0
No,13.7,65.0
No,23.6,47.0
No,17.2,35.0
No,22.9,65.0
Yes,25.2,46.0
No,12.9,50.0
Yes,28.4,48.0
No,20.4,32.0
No,24.1,24.0
No,17.8,47.0
No,25.3,20.0
No,33.8,51.0
No,33.5,24.0
No,32.5,31.0
Yes,13.7,74.0
No,12.1,72.0
Yes,22.8,61.0
No,23.9,30.0
No,35.0,18.0
Yes,24.0,58.0
Yes,27.6,65.0
No,31.8,49.0
No,30.4,74.0
No,28.2,77.0
No,28.0,38.0
No,16.0,42.0
No,22.8,83.0
No,28.8,34.0
No,33.8,29.0
Yes,32.2,60.0
Yes,15.2,61.0
No,16.5,68.0
No,28.2,74.0
Yes,27.9,59.0
No,24.8,47.0
No,26.6,81.0
No,14.0,37.0
No,15.5,50.0
No,33.0,59.0
No,22.2,60.0
No,24.3,27.0
No,14.5,44.0
No,21.7,53.0
No,35.8,33.0
No,14.2,44.0
Yes,19.3,90.0
No,31.3,19.0
No,24.0,60.0
Yes,21.7,70.0
Yes,10.5,81.0
No,26.0,47.0
Yes,19.8,85.0
No,16.4,39.0
No,18.2,53.0
No,23.1,54.0
No,35.3,40.0
No,20.7,85.0
No,33.1,17.0
Yes,34.3,50.0
No,24.5,83.0
No,30.7,52.0
No,25.5,75.0
Yes,24.8,54.0
No,27.7,36.0
Yes,19.1,64.0
No,20.6,58.0
No,23.7,40.0
No,18.5,66.0
No,13.2,75.0
No,21.1,53.0
No,24.2,53.0
No,17.8,68.0
Yes,10.2,92.0
Yes,30.7,58.0
No,22.0,73.0
No,27.2,58.0
Yes,17.9,76.0
No,27.6,79.0
No,30.8,12.0
No,21.9,56.0
No,34.5,26.0
No,27.5,17.0
No,22.3,91.0
No,30.7,19.0
Yes,12.2,69.0
No,16.4,48.0
No,28.2,62.0
No,36.5,19.0
No,13.8,76.0
No,31.2,48.0
No,31.2,37.0
No,16.0,60.0
No,18.5,55.0
No,19.0,46.0
No,37.2,17.0
No,17.7,70.0
No,24.8,53.0
No,35.6,7.0
No,21.4,36.0
No,26.1,55.0
No,30.8,72.0
No,15.8,60.0
No,21.0,34.0
No,29.5,39.0
Yes,19.9,76.0
No,31.1,70.0
Yes,29.1,92.0
No,35.0,42.0
No,32.8,21.0
No,22.9,33.0
No,25.9,61.0
No,31.5,33.0
Yes,31.8,38.0
No,25.8,34.0
No,28.7,43.0
No,15.6,53.0
Yes,16.4,82.0
No,30.6,15.0
No,25.2,56.0
No,30.4,29.0
No,22.2,18.0
Yes,24.1,79.0
No,29.8,80.0
No,13.1,59.0
No,17.3,48.0
No,27.6,74.0
No,28.5,45.0
No,22.7,46.0
No,28.2,47.0
No,11.4,49.0
Yes,20.6,75.0
No,22.5,31.0
No,37.3,27.0
No,19.2,92.0
No,27.3,57.0
No,12.3,84.0
No,29.0,71.0
Yes,25.2,57.0
No,22.1,59.0
No,19.1,66.0
No,19.1,56.0
Yes,22.0,80.0
No,31.7,57.0
Yes,20.3,81.0
No,29.5,14.0
No,26.7,64.0
No,18.6,55.0
No,17.5,56.0
Yes,25.4,28.0
No,20.7,59.0
Yes,15.4,98.0
No,29.5,41.0
No,16.2,54.0
No,34.5,15.0
No,27.8,47.0
No,22.0,58.0
No,24.4,67.0
No,27.8,32.0
No,20.9,28.0
Yes,23.4,89.0
Yes,16.6,97.0
No,9.7,68.0
No,39.7,20.0
No,26.2,46.0
Yes,30.0,89.0
No,25.0,57.0
No,17.5,60.0
No,20.7,80.0
No,27.1,59.0
No,20.9,68.0
Yes,18.8,60.0
No,21.8,34.0
No,28.0,22.0
No,18.7,56.0
No,13.9,73.0
No,26.6,46.0
No,18.6,68.0
No,28.5,35.0
Yes,30.7,42.0
Yes,29.7,76.0
No,20.1,42.0
No,17.8,39.0
No,31.0,75.0
No,25.9,38.0
Yes,25.8,43.0
No,23.3,35.0
No,29.4,15.0
No,37.2,10.0
No,19.5,61.0
No,15.0,52.0
No,29.4,13.0
No,14.5,69.0
Yes,18.3,57.0
Yes,28.3,83.0
No,19.3,49.0
No,34.4,48.0
No,24.9,49.0
No,25.1,53.0
No,20.8,79.0
Yes,16.3,58.0
No,22.6,52.0
No,32.6,23.0
Yes,15.5,64.0
No,26.8,16.0
Yes,15.6,76.0
No,22.7,63.0
Yes,13.4,92.0
No,31.5,27.0
No,30.7,24.0
No,17.3,48.0
No,15.0,57.0
No,25.4,29.0
No,20.9,36.0
No,27.9,36.0
No,33.5,20.0
No,32.3,30.0
No,32.2,15.0
No,17.6,49.0
Yes,18.7,60.0
No,16.0,37.0
No,27.3,24.0
No,32.7,42.0
Yes,23.6,89.0
No,35.0,56.0
No,28.2,66.0
No,10.4,58.0
No,16.7,44.0
No,26.7,36.0
No,19.3,83.0
Yes,11.8,63.0
Yes,17.5,75.0
No,19.9,25.0
No,13.7,69.0
No,20.0,33.0
No,32.1,15.0
No,30.8,75.0
No,14.5,57.0
No,33.9,17.0
No,41.4,16.0
No,16.9,58.0
No,26.8,40.0
No,20.7,67.0
No,14.4,41.0
No,30.3,42.0
No,18.7,61.0
Yes,25.4,60.0
Yes,25.9,70.0
No,31.1,29.0
No,26.5,43.0
Yes,23.4,71.0
No,26.4,58.0
No,37.0,12.0
No,13.6,57.0
No,13.5,73.0
No,22.4,24.0
No,14.7,74.0
No,12.7,53.0
No,27.1,68.0
No,40.0,10.0
No,24.4,29.0
No,17.4,58.0
Yes,18.7,40.0
No,20.2,42.0
No,28.4,31.0
Yes,27.4,45.0
Yes,12.8,93.0
No,32.2,18.0
No,11.5,71.0
Yes,24.6,36.0
No,27.4,26.0
No,18.1,52.0
Yes,28.3,65.0
No,34.0,45.0
No,14.2,33.0
Yes,14.9,58.0
No,22.1,47.0
No,27.3,51.0
No,25.1,42.0
No,21.5,24.0
Yes,23.8,67.0
No,25.9,36.0
Yes,25.3,86.0
No,14.9,66.0
No,36.3,16.0
No,29.6,50.0
No,29.9,33.0
No,42.7,9.0
No,18.4,33.0
No,20.0,61.0
No,15.2,58.0
Yes,33.2,62.0
No,23.6,75.0
Yes,31.3,60.0
Yes,25.5,83.0
No,29.3,36.0
Yes,31.2,57.0
Yes,18.5,72.0
No,23.4,58.0
No,22.4,66.0
No,20.0,54.0
No,22.0,60.0
No,21.9,48.0
No,31.0,38.0
No,25.9,63.0
No,25.1,39.0
No,23.8,69.0
No,13.7,51.0
No,25.8,65.0
No,20.2,65.0
No,20.3,61.0
No,20.9,41.0
No,30.9,14.0
No,11.5,73.0
No,35.7,47.0
No,18.5,55.0
No,37.3,15.0
No,35.3,27.0
No,34.5,30.0
No,15.6,67.0
No,24.2,24.0
Yes,33.7,32.0
No,21.5,71.0
No,26.3,51.0
No,21.6,77.0
No,12.2,73.0
Yes,17.1,46.0
No,23.4,50.0
No,30.3,18.0
No,23.0,47.0
No,22.6,56.0
No,28.9,9.0
Yes,19.1,82.0
Yes,12.4,73.0
No,22.8,42.0
No,16.9,40.0
No,28.4,39.0
No,27.5,58.0
No,22.2,25.0
Yes,12.0,96.0
Yes,20.5,44.0
No,27.4,78.0
Yes,20.5,57.0
No,25.6,42.0
No,36.3,13.0
Yes,33.7,49.0
No,15.7,86.0
No,19.3,48.0
No,12.4,45.0
No,14.4,54.0
No,25.1,20.0
No,30.0,25.0
No,31.9,69.0
No,29.1,32.0
Yes,22.1,80.0
No,36.0,14.0
No,20.1,36.0
No,32.9,46.0
No,18.3,49.0
No,32.1,50.0
No,18.0,37.0
No,26.1,48.0
No,25.3,47.0
No,12.4,64.0
No,17.5,78.0
No,22.5,40.0
No,17.4,36.0
No,28.9,46.0
Yes,17.9,82.0
Yes,15.4,36.0
Yes,28.5,39.0
No,26.4,46.0
No,27.2,56.0
No,23.8,46.0
No,18.5,19.0
Yes,10.9,82.0
No,19.2,62.0
Yes,14.5,72.0
No,26.0,37.0
Yes,22.0,51.0
Yes,38.5,27.0
No,24.0,29.0
No,33.2,58.0
No,25.5,23.0
Yes,32.2,72.0
Yes,29.4,72.0
Yes,25.4,76.0
Yes,16.9,67.0
Yes,21.6,55.0
No,22.4,73.0
No,32.5,42.0
No,17.8,21.0
No,23.1,30.0
No,19.8,63.0
No,14.5,56.0
No,37.9,32.0
No,25.0,44.0
No,22.0,58.0
Yes,17.9,80.0
No,16.8,52.0
No,30.1,50.0
No,42.7,6.0
Yes,19.4,47.0
No,18.9,54.0
No,18.6,51.0
No,31.5,56.0
Yes,18.1,34.0
No,26.1,11.0
No,13.8,55.0
No,28.5,41.0
No,37.2,24.0
No,18.2,75.0
Yes,16.5,90.0
Yes,24.7,83.0
Yes,14.8,79.0
No,28.8,32.0
Yes,21.0,54.0
No,20.5,33.0
No,20.5,33.0
No,31.4,19.0
No,29.8,56.0
No,30.2,52.0
No,18.8,28.0
No,29.2,56.0
No,18.7,48.0
No,11.9,65.0
No,38.2,9.0
Yes,13.3,87.0
No,11.1,43.0
No,19.7,27.0
Yes,12.7,71.0
No,20.5,38.0
No,18.5,44.0
No,40.3,16.0
No,18.7,49.0
No,23.5,57.0
Yes,22.2,56.0
No,16.5,40.0
No,37.0,15.0
No,13.7,57.0
Yes,15.3,68.0
No,25.3,77.0
No,27.3,44.0
No,29.3,24.0
Yes,28.4,87.0
No,16.8,46.0
No,28.6,40.0
Yes,16.8,77.0
No,25.2,67.0
No,31.6,20.0
No,19.6,37.0
No,30.1,45.0
Yes,23.8,50.0
Yes,27.9,91.0
No,24.4,34.0
Yes,22.2,61.0
No,15.7,68.0
No,15.2,30.0
Yes,33.6,22.0
No,28.8,29.0
Yes,29.4,45.0
No,22.3,67.0
No,26.8,63.0
Yes,22.9,56.0
No,16.8,76.0
No,18.3,47.0
No,13.7,57.0
No,19.4,48.0
No,31.8,32.0
No,34.6,9.0
No,20.7,64.0
No,32.5,70.0
No,26.9,46.0
Yes,18.1,84.0
No,15.5,63.0
Yes,17.3,40.0
Yes,11.8,74.0
No,19.5,48.0
No,20.9,63.0
No,19.5,37.0
Yes,15.6,74.0
No,21.0,48.0
No,21.0,26.0
No,29.4,31.0
Yes,18.3,49.0
No,19.3,37.0
Yes,19.1,52.0
No,23.3,33.0
No,32.6,51.0
No,31.2,16.0
No,22.9,21.0
Yes,25.4,67.0
No,24.6,43.0
No,15.9,50.0
No,13.8,77.0
No,16.8,56.0
Yes,23.9,61.0
No,14.9,47.0
No,34.3,21.0
No,28.0,45.0
No,24.2,57.0
No,26.5,76.0
No,23.2,42.0
No,14.7,72.0
No,18.3,50.0
Yes,31.0,84.0
No,21.1,54.0
No,19.4,64.0
Yes,26.0,47.0
Yes,14.9,84.0
Yes,13.5,89.0
Yes,28.1,44.0
No,26.6,64.0
No,41.3,69.0
No,19.0,45.0
No,23.6,60.0
No,26.5,39.0
No,21.9,27.0
Yes,26.1,56.0
No,25.2,55.0
Yes,25.5,100.0
No,27.1,50.0
Yes,28.2,83.0
No,22.1,47.0
No,27.0,54.0
Yes,17.3,88.0
No,29.2,23.0
No,30.0,39.0
No,29.2,71.0
Yes,12.7,65.0
Yes,11.2,52.0
No,16.9,43.0
Yes,25.9,84.0
No,25.2,30.0
No,23.6,28.0
No,19.7,56.0
No,16.2,48.0
No,18.9,48.0
No,32.6,14.0
No,33.5,25.0
No,17.0,46.0
No,15.6,66.0
No,22.7,72.0
Yes,20.9,64.0
No,17.8,57.0
No,21.1,39.0
No,25.6,40.0
No,20.7,58.0
No,21.2,29.0
No,27.1,55.0
No,26.1,78.0
Yes,16.4,59.0
No,22.0,50.0
No,28.0,43.0
No,23.8,36.0
No,21.1,71.0
No,22.1,52.0
No,23.3,44.0
No,21.2,55.0
No,13.8,44.0
No,34.5,27.0
No,18.4,37.0
No,20.8,76.0
No,36.2,12.0
No,18.4,60.0
No,33.0,17.0
No,19.7,46.0
No,19.3,36.0
No,35.7,32.0
No,30.7,9.0
No,13.9,57.0
No,26.5,17.0
No,33.9,32.0
No,19.2,26.0
No,21.8,33.0
No,22.1,36.0
No,14.4,51.0
No,31.1,50.0
Yes,26.1,78.0
No,27.3,57.0
Yes,21.2,43.0
Yes,26.4,61.0
No,13.7,42.0
Yes,26.4,53.0
Yes,21.4,87.0
No,28.9,20.0
No,20.6,57.0
No,14.2,76.0
No,24.0,57.0
No,24.5,37.0
No,24.8,35.0
Yes,23.8,48.0
No,39.5,22.0
Yes,29.0,87.0
No,18.5,62.0
Yes,22.3,74.0
Yes,8.4,100.0
No,12.5,55.0
No,17.8,70.0
Yes,11.8,73.0
No,30.6,37.0
No,35.5,21.0
Yes,28.6,29.0
No,29.1,42.0
No,28.2,33.0
No,29.0,70.0
No,19.2,46.0
No,15.8,80.0
No,25.4,69.0
No,29.0,25.0
No,19.2,89.0
Yes,11.3,74.0
No,27.1,48.0
No,17.4,53.0
No,17.3,36.0
No,23.7,16.0
No,31.1,30.0
No,40.5,11.0
No,26.9,51.0
Yes,19.7,86.0
No,19.4,44.0
No,17.9,49.0
No,22.6,35.0
No,30.0,52.0
Yes,31.0,74.0
No,30.1,40.0
Yes,15.1,74.0
No,18.9,73.0
No,31.5,45.0
No,19.0,72.0
No,32.5,23.0
No,31.5,34.0
Yes,32.5,63.0
Yes,11.9,83.0
No,20.5,46.0
Yes,27.0,100.0
No,26.8,72.0
No,13.1,67.0
No,40.0,22.0
No,26.1,52.0
No,30.6,11.0
No,19.0,38.0
Yes,19.1,67.0
No,28.1,47.0
No,21.6,35.0
No,22.1,64.0
No,19.1,38.0
No,29.2,85.0
No,18.5,46.0
No,15.7,50.0
No,18.6,70.0
Yes,17.6,84.0
No,19.6,72.0
No,20.8,68.0
Yes,28.0,89.0
No,19.4,56.0
Yes,26.3,93.0
No,34.9,38.0
Yes,10.6,92.0
Yes,19.9,97.0
Yes,18.5,43.0
No,25.0,47.0
No,32.4,59.0
No,23.7,35.0
No,21.1,28.0
No,29.8,38.0
Yes,31.4,70.0
Yes,37.5,22.0
No,30.4,66.0
No,29.5,45.0
No,23.5,45.0
No,24.3,35.0
No,14.6,43.0
No,14.5,49.0
No,21.5,68.0
No,22.2,25.0
No,25.9,55.0
No,25.4,72.0
No,25.3,35.0
No,20.2,77.0
No,14.6,53.0
Yes,20.8,61.0
No,18.3,41.0
No,27.6,77.0
Yes,15.0,89.0
No,24.4,28.0
No,20.1,27.0
No,26.8,57.0
No,32.6,26.0
No,35.5,22.0
No,23.8,43.0
Yes,29.1,26.0
No,18.8,44.0
No,15.9,57.0
Yes,36.4,22.0
Yes,33.1,49.0
No,12.1,66.0
No,35.1,30.0
Yes,17.8,74.0
No,19.3,42.0
Yes,7.7,54.0
No,25.6,76.0
No,18.7,67.0
Yes,25.4,84.0
Yes,27.6,69.0
No,33.0,45.0
Yes,20.3,56.0
No,15.7,44.0
Yes,32.2,18.0
Yes,32.4,75.0
No,42.5,9.0
No,18.5,26.0
Yes,16.4,98.0
No,20.7,46.0
Yes,19.6,55.0
No,20.3,41.0
No,32.9,5.0
Yes,27.8,80.0
Yes,19.1,100.0
No,31.5,58.0
No,17.1,50.0
Yes,31.8,75.0
No,28.9,54.0
No,37.6,5.0
Yes,18.7,87.0
No,22.5,30.0
No,14.6,27.0
No,36.2,18.0
No,14.5,43.0
No,31.0,72.0
No,22.6,47.0
No,23.9,68.0
No,26.8,59.0
No,26.3,57.0
No,30.2,17.0
No,27.7,63.0
No,13.7,45.0
Yes,18.3,73.0
No,13.9,77.0
No,26.7,20.0
No,26.7,51.0
Yes,28.9,70.0
No,17.3,46.0
No,23.9,69.0
Yes,14.3,64.0
Yes,11.4,56.0
No,20.2,49.0
No,19.2,68.0
No,32.6,48.0
No,11.4,54.0
No,35.6,31.0
No,20.1,17.0
No,27.0,34.0
No,29.1,23.0
No,28.4,53.0
No,12.5,58.0
Yes,17.9,83.0
No,27.8,67.0
Yes,18.1,87.0
No,29.8,9.0
No,22.4,63.0
No,24.8,58.0
No,28.3,58.0
No,35.8,12.0
No,11.9,75.0
No,15.1,42.0
No,25.7,60.0
Yes,28.0,30.0
No,18.9,44.0
No,23.7,41.0
No,12.6,60.0
No,22.1,55.0
No,24.9,55.0
No,15.8,47.0
Yes,18.1,67.0
Yes,17.0,64.0
Yes,21.3,89.0
No,21.9,60.0
No,29.2,65.0
No,27.6,63.0
Yes,21.2,93.0
No,22.3,42.0
No,35.0,19.0
No,20.1,74.0
No,34.6,47.0
No,26.5,35.0
Yes,39.5,18.0
Yes,22.6,96.0
Yes,28.1,92.0
No,26.4,64.0
No,20.5,55.0
No,21.4,32.0
Yes,14.0,67.0
No,25.8,25.0
Yes,24.7,81.0
No,20.0,52.0
No,23.8,57.0
No,16.7,49.0
No,28.9,66.0
No,25.7,57.0
No,17.2,26.0
No,20.7,72.0
No,32.9,29.0
No,26.3,36.0
Yes,28.8,88.0
Yes,20.2,59.0
No,19.9,76.0
Yes,28.5,73.0
No,34.5,35.0
No,33.7,15.0
No,30.4,23.0
Yes,35.9,14.0
No,25.5,46.0
Yes,17.5,83.0
No,20.5,30.0
No,34.5,53.0
No,27.7,61.0
No,26.4,11.0
Yes,23.1,27.0
No,26.7,6.0
No,19.0,39.0
No,36.4,37.0
No,21.0,25.0
Yes,21.1,74.0
No,33.0,18.0
No,24.7,38.0
No,33.9,56.0
Yes,28.7,33.0
No,11.9,46.0
No,28.5,38.0
No,18.6,72.0
Yes,20.6,77.0
Yes,15.8,93.0
No,22.2,67.0
No,30.5,28.0
No,29.9,28.0
No,24.3,36.0
No,19.5,63.0
No,32.5,66.0
No,20.6,39.0
No,22.8,61.0
No,16.3,48.0
No,20.8,59.0
No,16.6,55.0
Yes,26.3,61.0
No,24.7,59.0
No,32.9,16.0
No,31.0,17.0
No,34.0,54.0
Yes,20.3,48.0
No,25.8,31.0
No,15.3,46.0
No,25.2,37.0
No,16.8,62.0
No,19.4,60.0
No,27.7,52.0
Yes,28.6,77.0
No,9.7,53.0
No,14.0,37.0
Yes,17.6,62.0
No,40.6,11.0
No,20.1,30.0
Yes,18.1,97.0
No,31.9,68.0
Yes,14.1,92.0
No,32.3,17.0
No,38.2,10.0
No,13.9,47.0
No,22.7,35.0
No,16.5,42.0
No,16.8,46.0
No,25.2,41.0
No,22.3,49.0
No,14.1,51.0
No,32.4,24.0
No,27.3,22.0
No,14.4,77.0
No,17.9,64.0
No,31.1,37.0
Yes,36.7,52.0
No,23.1,32.0
No,17.7,50.0
No,15.7,60.0
Yes,17.1,56.0
Yes,19.7,95.0
No,38.0,24.0
Yes,26.1,65.0
No,20.8,55.0
Yes,11.2,91.0
No,24.1,45.0
No,21.7,58.0
No,37.0,7.0
No,23.3,29.0
No,26.1,46.0
No,34.3,48.0
No,31.9,8.0
No,31.1,22.0
No,16.5,48.0
No,16.6,38.0
No,30.1,65.0
No,17.0,51.0
Yes,19.7,63.0
No,29.8,22.0
No,13.5,63.0
No,21.6,32.0
No,21.4,53.0
No,26.5,59.0
Yes,22.7,78.0
No,25.6,49.0
No,33.2,29.0
No,31.2,76.0
Yes,28.4,6.0
No,19.3,49.0
No,19.3,59.0
No,36.5,6.0
No,17.7,46.0
No,34.9,13.0
No,17.3,59.0
No,31.4,51.0
No,27.3,43.0
Yes,21.8,91.0
Yes,18.3,72.0
No,32.6,46.0
No,25.4,76.0
No,22.9,51.0
No,21.3,50.0
No,27.7,30.0
Yes,32.3,39.0
No,12.9,58.0
No,23.9,54.0
No,15.4,52.0
No,19.9,36.0
Yes,33.0,21.0
No,25.5,64.0
No,26.5,63.0
No,23.1,45.0
No,13.5,47.0
No,25.1,52.0
No,28.3,44.0
No,20.8,69.0
Yes,17.1,67.0
No,18.3,38.0
No,21.2,40.0
No,27.0,33.0
No,27.5,38.0
No,20.7,75.0
No,23.6,57.0
Yes,29.5,100.0
No,33.2,13.0
Yes,16.5,76.0
No,30.2,48.0
No,24.7,27.0
Yes,26.0,86.0
No,24.7,39.0
No,26.9,48.0
No,13.2,59.0
No,23.2,44.0
No,17.1,64.0
No,41.0,23.0
Yes,25.6,78.0
No,20.1,34.0
Yes,21.0,76.0
No,17.5,46.0
No,29.2,42.0
No,28.7,11.0
No,17.7,38.0
No,17.6,38.0
